,name,comment,mark
61,"
              2021款ID.4 X Pro 极智长续航版
            ","动力够用，底盘质感同价位没发现更好的车，车机确实不咋地，好在显示效果还行，可以用无线carplay，灯设计的很不错，总体比较满意，毕竟二十万多点84度三元锂电池，要啥自行车。

【续航】
目前行驶1000公里，提车从4s店出门时是94的电，后面在外面特来电充了两次，两次都是冲到百分之90，我的表显功耗是16度每百公里，这样算84度电能跑500左右吧，续航还是满意的，毕竟现在是冬天。

【驾驶感受】
我上辆车是轿车，买之前还担心SUV操控会差很多，实际感受很不错，底盘给的信心非常好，过弯不减速也非常稳，我平时用D挡，几乎没有动能回收，上手无难度。
【空间表现】
我身高176，前排我调好座椅，后排我腿部空间还剩十厘米左右，头顶完全没有压力，还有一个巨大的玻璃天幕，通透。",4.5
62,"
              2021款ID.4 X Pro 极智长续航版
            ","车辆智能化不太够，同款的22款就比21款多了360全景影像！车机的网络容易掉线！
外观大气，特别漂亮，我选的离子灰，喜欢这个颜色！内饰简洁，两块屏幕够用了，座椅真皮加翻毛皮拼接，舒服，软硬适中！前排座椅带加热，按摩，腰托，主驾座椅带记忆功能！空间够大，后排坐下后离前排至少三拳的距离，足够腿部伸展！
配置的话我选了冬季选装包，暑期特惠包，AR-HUD  
冬季选装包里面包括了CO2超低能耗热泵空调，前档玻璃镀膜加热，加热喷嘴
暑期包就是智能驾驶功能，ACC自适应巡航，反正真香就行了
AR-HUD增强现实功能，抬头显示的内容丰富，使用车机导航的话导航信息都会显示在上面！
其他基本配置如电动感应尾门，后视镜自动折叠，倒车后视镜自动下翻，自动防炫目后视镜，无线充电，carplay等
总之我觉得没有十全十美的车，每个人对车的看法也不同，这样的车我很满意，有点小问题属于正常，哪怕是TSL也有担心自燃的是吧！",4.5
63,"
              2021款ID.4 X Pro 极智长续航版
            ","感觉车头ID4C好看，车尾ID4X好看。其实电车里面我最喜欢的是电马Mach-e
【续航】
冬天能耗24kwh/100km，续航里程能到430km；夏天能耗15kwh/100km，甚至更低，续航应该能到550。

【空间表现】
空间很大，180cm的人坐进去毫不局促，距离头顶还有不少距离。

【智能化】
车机是最大的败笔，目前改无法OTA，而且听说它使用的是联通的信号，经常需要重新登陆。

【驾驶感受】
驾驶非常舒服，底盘滤震也非常好，整体静音(NVH)据说2021年排名第二。

【亮点配置】
矩阵式大灯非常漂亮，像巨龙的眼睛👀

【提车价格】
我这里优惠连置换补贴共优惠2.8，不包括保险20.6w拿下。",4.43
64,"
              2021款ID.4 X Pure 纯净版
            ",真的不能买，402续航，实际就开180.还不能开空调，电耗16.7.室外温度12度，自己把电放空，0到100充满就用了40度电，官方说电池57.还是新车，才1000公里,2.57
65,"
              2021款ID.4 X Pure+ 纯净长续航版
            ","外观：让你始于颜值，大气端庄优雅
内饰：简约而不简单，似曾相识而又些许感动
配置：不同价位偏重点不一，基本满足日常所需
空间：宽敞
续航：主流里程，表显可靠
智能化：车机不是强项
驾驶感受：车服务于人，舒适自由

2021年9月购车至今，不到半年时间已经跑了八千多公里，还没去过4S店。洗过两次车，扎过一次胎拧出来就好了，擦碰过一次（对方底漆都漏出来了，我这边才一个小印子?）。
远门还没去过，也就临港来回过一两百公里的小长途，平均20%以下才会去考虑充电，一次冲个50块钱够跑一星期，老小区没位子，平时在公司停车位补电，应急就去充电站解决。
转弯半径较小，可以跨车道或花坛掉头，侧方停车也方便，能够在前后20CM的空间里闪转腾挪。
自带气场，商场地下车库取车时，大灯一打开总有人称赞??好看，感觉自己像是行走的广告牌，不管到哪，赛博黄都会给背景增加几分时尚动感?
读万卷书，行万里路。很庆幸，一毕业就与ID4X同行，车牌包括我的生日930和车的生日21，期待一起成长?",4.86
66,"
              2021款ID.4 X Pro 极智长续航版
            ","开了5000公里，个人觉得整车唯一不足的就是偶尔车机系统会黑屏。
【空间表现】
空间真的很满意，后排坐3个成年人都不会觉得很挤，后备箱空间超级大。
【充电时间】
我一般都是晚上在家充电，从晚9点开始充到第二天早上9点能充百分之70左右。电费差不多在20元的样子。
【续航】
冬天续航要稍微弱一些，满电全程开热空调的情况下城区道路大约能跑350公里左右。春秋两季满电城区道路情况下能跑550公里的样子，夏天暂时还没试过……
【智能化】
论智能化肯定比不上特斯拉，但是也绝逼比大部分油车都智能，各种辅助系统都很灵敏，特别是主动刹车，经常一脚刹停刹的我背后冒冷汗😰
【驾驶感受】
我感觉这款电车驾驶感很接近油车，电门的提速反馈很快，车窗密封性也行，就是跑高速噪音稍微有点大。",4.57
67,"
              2021款ID.4 X Pro 极智长续航版
            ",驾驶质感很好，除了车机系统统一差评，暂时没有发现其他问题，刚刚领到无线流量也很满足，期待能Ota升级，让智障车机系统成为智能系统,4
68,"
              2021款ID.4 X Pro 极智长续航版
            ",外观特别精致，性价比超高，vw标灯带高级，但是转向轮子打两圈多我觉得是很大的槽点，现在轮胎原厂竟然是固特异韩泰混用，给我个韩泰的胎倒车时声音挺大的，有点不舒服,3.79
69,"
              2021款ID.4 X Pro 极智长续航版
            ","优点很多吧，三元锂电池续航不错，这个价位买到84度电的三元锂电池还是很值得的，车身整体感受稳重，高速配合自适应巡航加上底盘感受非常舒适，后排座椅比midelY宽，modelY后排像小板凳，最主要是油门比较线性，老婆开也没问题，加速太快的确有点担心，女司机有点拿不住，而且油门线性可控，对乘坐人员比较舒适，带宝宝坐，宝宝根本不老实，不会稳稳的坐那的，线性加速让宝宝没有啥特别难受的感觉。总体来说，电量充足，性价比高，油门线性，加速可控，适合居家，底盘厚重，高速舒适，空间均衡，座椅高配。
再说说缺点，车机的carplay 偶尔会掉线，当时连不上，过一段时间又好了，搞不懂原理。倒车影像太low，顶配才有全景。没有内部行车记录仪，得加装，比较丑。",4.43
70,"
              2021款ID.4 X 1st Edition ID.初见版
            ","ID4.X的前脸设计非常吸引眼球，也是我个人最喜欢的一个点。整车外观设计流畅，线条舒适，时尚大气。我从去年一开始准备购买电车，就进各大论坛了解，一看到ID4.X，就一见钟情，仔细看了配置和设计理念后，就决定了，再也不想考虑其他品牌电车。2021.2.1我预定了自己的ID4.X，3.31拿车，是成都首位ID4.X提车的车主。
关于车辆的选购和使用，我是追求性价比的，在使用ID4.X的一年时间里，我明显感受到上汽大众对于电车的研发和工匠精神。(就连特斯拉维修工厂的工人都赞叹，德系车的制作工艺之精良，特斯拉只能望洋兴叹)。这款车非常实用，续航公里数基本符合实际，空间很大，全景天窗非常符合我的需求，整体驾乘感受良好。充电速度也非常快，日常在快速充电站30~40分钟即可充电至80%。车机系统也比较不错，除了导航系统不好用之外，其实满足各项日常生活所需，再加上最近刚刚上线的云听爱奇艺，唱吧等app，实现了车机娱乐的完美体验。",4.78
71,"
              2021款ID.4 X Pro 极智长续航版
            ","动态驾驶体验扎实，底盘厚重操控性很好，加速不是特别猛但乘坐舒适性不错，外观流线型设计风阻很小，转向半径非常小掉头很灵巧。续航很扎实，动态展示基本准确，热泵空调夏天制冷有点问题，建议慎重选择。车联网系统谈不上先进但基本够用。

加装的配置包括：AR增强现实导航、双段全景天窗、L2级自动驾驶辅助和热泵空调，最常用的其实是不是前面两个，热泵空气有助于提升冬天续航，但实际上对夏天制冷很不利，建议加装这一配置的慎重（北方用户），如果家里有私桩基本可以不加装，否则夏天制冷会急死你。

当然，热泵空调这块南方根本就不用考虑，维修起来还很麻烦，一版的4S店技术设备不健全的都维修不了，我的车买来三个月不到就坏了热泵空调，后来更换等配件等了两三周，今年夏天制冷又出问题，真是花钱买糟心。",4.56
72,"
              2021款ID.4 X Pro 极智长续航版
            ",外观比较满意，行驶质感很棒，浓浓的德味高级感，车机也没网上说的那么差劲，反正我开车车机基本除了空调音乐其他也不用！后排座椅靠背有点直不明白为什么角度不能做的倾斜一点！后备箱那么大也没用！市区开起步动力很不错！超车给力！我是油车转过来的，平时基本用D档，刹车前段偏软，是动能回收，但是现在已经适应，感觉非常好刹车，喷鼓刹的大聪明不是蠢就是坏！冬天电耗大概23左右，春天气温回升电耗大概16左右，我开车喜欢地板电。,4.86
73,"
              2021款ID.4 X Pro 极智长续航版
            ","买这车纯属巧合，考虑换车后因为小城市没啥新势力4S店，主要了解了下byd唐，汉。实际看车后觉得bdy品牌服务还是和大厂有段差距（最起码我们这边是这样，你是不知道销售口臭的哇简直了），路过上汽一汽都去看了下试驾了IDc，然后下午去一汽谈了谈价钱就定车了。第二天准备交尾款被上汽截胡了，谈谈感受一汽真硬不实在价钱那是一点一点让步磨磨唧唧，所以就那边优惠买哪里。指定型号颜色
【空间表现】
我是觉得够用没啥问题，老爸觉得后排靠背有点斜。
【充电时间】
目前60电量，还没冲过，充电桩前天晚上刚安好，超了40米。
【智能化】
不对比感觉很好，一对比还有待升级，最起码远程解锁要有偶尔拿个东西也不用拿钥匙吧，自动锁车和关车窗貌似也没吧？",4.07
74,"
              2021款ID.4 X Pro 极智长续航版
            ",驾驶的舒适感是最满意的，其次是续航里程不虚，外观也很满意，车灯非常好看，内饰比较简单，唯一稍微欠缺的是车机，有些小毛病，整体还是不错！,4.36
75,"
              2021款ID.4 X Pure+ 纯净长续航版
            ",底盘稳，加速舒服，滑行舒服，开起来的感觉非常安静。过个减速带，井盖非常舒服。刹车比较线性，用力踩也能定住。D的滑行距离非常长，速度几乎不衰减，不知道这个与鼓刹有没有关系。B档也很容易上脚，不晕车，不突兀，但是考虑到后车安全，基本都是D档开。我是个开车都晕车的人，就怕加速窜车和刹车点头，这车就很舒服，油门随叫随到，但是不冲。,4.71
76,"
              2021款ID.4 X Pro 极智长续航版
            ","完全不值这个牌子的口碑，亦或者这个牌子的口碑就是这样。
首先作为1800多公里的车主感受如下:
自2021年12月31号后，北方降温幅度比较大，基本在0℃左右徘徊，还经历了大雪。所以用车情况比较不理想。但是，真实感受的不理想大大超出了我的预期。
从100%到20%的续航里程基本在200km以内，甚至续航短的时候在150-170km，这个前提是空调23℃，电座椅加热3档方向盘加热3档，有喷子就该说了，你别开那么大啊。我买个车啥都不敢开，我买它烧香供着吗？80几度的电池，就这么点续航？
其次，id4x的显示续航逻辑真的是无奈。为什么这么说，充电至100%，锁车10分钟，再启动就显示剩余80%几。id4x，你说锁电10°，我能理解，万一遇到突发情况，留点预备电。但是根据这1800km，基本剩余20%的时候，至少储电还有30°，这么显示是啥逻辑呢？显示0%还能跑100km可贴心？？你这不是故意增加驾驶者的焦虑吗？
再者，服务态度极差，2022年2月6日，充电后发生了莫名其妙的掉电，大众发来短信询问信息。之后ssss售后打来电话，对话内容基本为“建议充到80%，别充到100%，20%就要充电，解决不了，解决不了”我就想说20-80%区间，续航能到260km以上，我闲了非要充100%？你解决不了你打什么电话？
总之，对没有热泵的电车，对大众失望至极。",2
77,"
              2021款ID.4 X Pro 极智长续航版
            ",外观漂亮，视觉上适合也适合年轻人，空间足够家用，本来想买一辆小点的车解决停车难得问题，ID3目前还只是预售，所以选择了ID4，操控非常舒适，调头及小路转弯都非常给力，目前已经行驶了近900公里，得出的结论D档适合车少路况，B档适合车多跟车路段，L2半自动驾驶和ACC区别不是很大，后视镜的下翻功能尚未调出，理解不了这说明书，内饰塑胶感较强，前排氛围灯很亮眼，但是后排没有氛围灯,4.93
78,"
              2021款ID.4 X Pro 极智长续航版
            ","【驾驶感受】
底盘扎实。转向半径小，灵活易上手，操控还行。
【空间表现】
同级别不错。
【续航】
不开空调市区代步正常能开到400到500公里。
【充电时间】
家用慢充百分之20到80要十来个小时。
【动力表现】
相当于2.0T动力，前段块，后段慢。
【提车价格】
23.59+1200坐标上海，送一年商业险。

【缺点】
车机太传统。",3.71
79,"
              2021款ID.4 X Pro 极智长续航版
            ","性价比高的不得了，续航也不错，外观中上，内饰中上，充电便宜，不开快车不知到动力怎么样，空间前排很大，180富裕，后排不知道没做，灯组涉及的不错，会自己亮。看车买车提车10天完成，但是感觉上汽4S店在电动车的销售培训还不是很到位，但很热情，不知道后续维护保养维修怎么样。线下购买价格还能便宜一些，但是线上的权益都没了，全车好多年十多万公里质保，终身救援等都没得选。北京
10几度开十七八的电耗，速度100以内，再快还没开。开迈斯充电120千瓦的，实际30至80，保持在58-59瓦，没上60，不知道为什么和懂车帝测的差很多，也是一辆车占一个桩。车机感觉一般，和其他国产车差的些，acc试了一两次还行，没试过其他的所以没有对比。",4.43
80,"
              2021款ID.4 X Pro 极智长续航版
            ","外观设计：外观内饰时尚、精致，前后贯穿式大灯，绝对是车群中最亮的仔！
空间表现：前排满足一台中型SUV的空间使用，后排紧凑，够4口之家使用！后备箱空间够用！
驾驶风格：车辆非常德系风，后驱短前悬长轴距的设计，配上加速7.5秒左右的动力，好开底盘扎实，方向指向精准，
配置：防漏气保用胎加自修复功能，让我跑高速非常有自信和放心！配置实用丰富！矩阵式大灯，智能且为夜间安全行驶保驾护航！前排座椅按摩，让长途驾驶非常舒适！冬天远程和定时启动空调，非常nice！
充电时间：用国家电网的直流快充从3%到100%大概用时1小时25分钟左右，交流慢充1小时7度电，家用充电桩32A7kW左右的电流，充电10小时左右从3%到100%，还算满意！
最不满意：就是冬天开空调的续航350公里左右，还是让我有所不爽！",4.5
81,"
              2021款ID.4 X Pure+ 纯净长续航版
            ",外观来看还是很不错的，内饰的话塑料感较强，希望内饰可以更好，动力还是很不错的路上超车还是比较轻松的，空间感够用，对比其他来说感觉定价稍微高了一点点，车前的提示灯感觉还是不错的，车机系统暂时感觉还好。综合来看对这车还是好评,4.5
82,"
              2021款ID.4 X Pure+ 纯净长续航版
            ",车整体来说吧没什么太大问题，很多细节上也都还说过得去，真的要说使用上还是有一些不足的地方的，最直接的也是最不能理解的就是反光镜了，现在的车加一个折叠配置也没多难，可惜反光镜就是没有自己折叠，洗车和停车时真的非常不方便，还有就是车机系统太不稳定了，经常和手机连接时出现问题，网络连接也问题经常出现。,3.14
83,"
              2021款ID.4 X Pure+ 纯净长续航版
            ","【空间表现】
还不错，后排够用了
【充电时间】
40分钟20到80
【续航】
20到80夏天350到360 冬天260吧
【智能化】
车机系统太简单，功能太少
【最不满意】
颠簸路段异响严重",4.06
84,"
              2021款ID.4 X Pro 极智长续航版
            ",驾驶已经6个月了，行驶了14000公里感受了电车的味道，成本是最大的优势。中规中矩，驾驶操控相当不错，不愧为德系车的设计理念，尤其是转弯时特别喜欢。充电速度很不错快充45分钟左右能达到85%，车机有2-3小黑出现，重启之后正常能接受。总体感觉还是不错的吧！下次继续分享，加油！,4.44
85,"
              2021款ID.4 X 1st Edition ID.初见版
            ",ID4X外观造型非常好看，空间可以，续航里程500+，冬季略微少点，充电速度快，操控精准，底盘稳，车机系统有待提高，希望后续系统升级能解决。,4.71
86,"
              2021款ID.4 X Pro 极智长续航版
            ",车不错，但是软体比较差，中控存在死机现象，和新势力相比，智能化不足,4.14
87,"
              2021款ID.4 X Pure+ 纯净长续航版
            ",冬季续航打折比较多，尤其开热空调的时候，空间表现比较不错，后排满员乘坐不觉得挤，感觉后备箱盖板走颠簸路面的时候有异响,3.64
88,"
              2021款ID.4 X 1st Edition ID.初见版
            ","驾驶体验：还不错
续航表现：挺好
车机系统：偶尔会出现连接不上，黑屏
总体来说还是不错，车机系统还有待优化。",3.89
89,"
              2021款ID.4 X Prime 劲能四驱版
            ",卖掉途观L后8月订车，10月提车，全系最顶配，换车的主要原因是有指标以及养车成本的考虑，没有选择蔚小理比亚迪特斯拉广汽埃安的主要原因是因为我是十年大众车主，开过从普桑、捷达王、高尔、夏朗、帕萨特到途观L，一直很钟情这个品牌。,4.36
90,"
              2021款ID.4 X Pure+ 纯净长续航版
            ","与特斯拉和造车新势力相比，没有突出亮点。
但在品牌、价格和可靠性的考虑后，我还是选择了大众——这个平庸但也具备品质感的品牌。
低配长续航版本完全够用，只是没有了并线辅助、自适应巡航，确实感觉不像这个时代的产物。另外，感觉这个座椅更好看一些。",3.29
